#           eng            dos          occup          e_sum
        1.20000        3.27482       11.84107      101.23010
        1.24000        3.26052       11.97179      102.67061
        1.28000        3.24608       12.10191      104.10984
        1.32000        3.23702       12.23154      105.54886
        1.36000        3.23870       12.36102      106.99140
        1.40000        3.25051       12.49078      108.44243
        1.44000        3.26169       12.62106      109.90441
        1.48000        3.25184       12.75144      111.37259
        1.52000        3.19833       12.88062      112.83200
        1.56000        3.08840       13.00654      114.25914
        1.60000        2.92809       13.12701      115.62871
        1.64000        2.74046       13.24042      116.92230
        1.68000        2.55344       13.34626      118.13356
        1.72000        2.38645       13.44497      119.26733
        1.76000        2.24500       13.53752      120.33414
        1.80000        2.12388       13.62484      121.34435
        1.84000        2.01321       13.70757      122.30469
        1.88000        1.90344       13.78591      123.21724
        1.92000        1.78911       13.85978      124.08054
        1.96000        1.67089       13.92899      124.89199
        2.00000        1.55463       13.99348      125.65070
        2.04000        1.44793       14.05348      126.35907
        2.08000        1.35680       14.10952      127.02287
        2.12000        1.28427       14.16228      127.65008
        2.16000        1.23076       14.21252      128.24949
        2.20000        1.19532       14.26098      128.82982
        2.24000        1.17635       14.30836      129.39924
        2.28000        1.17117       14.35527      129.96500
        2.32000        1.17522       14.40218      130.53268
        2.36000        1.18286       14.44934      131.10532
        2.40000        1.19008       14.49680      131.68355
        2.44000        1.19656       14.54453      132.26696
        2.48000        1.20486       14.59255      132.85580
        2.52000        1.21744       14.64098      133.45167
        2.56000        1.23465       14.69001      134.05691
        2.60000        1.25494       14.73979      134.67351
        2.64000        1.27614       14.79041      135.30250
        2.68000        1.29637       14.84187      135.94391
        2.72000        1.31409       14.89409      136.59690
        2.76000        1.32759       14.94694      137.25985
        2.80000        1.33473       15.00021      137.93015
        2.84000        1.33349       15.05361      138.60405
        2.88000        1.32334       15.10677      139.27709
        2.92000        1.30668       15.15939      139.94522
        2.96000        1.28863       15.21129      140.60634
        3.00000        1.27528       15.26254      141.26130
        3.04000        1.27111       15.31344      141.91379
        3.08000        1.27661       15.36436      142.56883
        3.12000        1.28733       15.41564      143.23043
        3.16000        1.29575       15.46732      143.89934
        3.20000        1.29570       15.51918      144.57259
        3.24000        1.28604       15.57084      145.24523
        3.28000        1.27058       15.62198      145.91307
        3.32000        1.25588       15.67250      146.57474
        3.36000        1.24932       15.72256      147.23260
        3.40000        1.25692       15.77264      147.89269
        3.44000        1.27900       15.82332      148.56294
        3.48000        1.30697       15.87504      149.24912
        3.52000        1.32678       15.92776      149.95062
        3.56000        1.32831       15.98093      150.65998
        3.60000        1.31246       16.03379      151.36716
        3.64000        1.29020       16.08584      152.06555
        3.68000        1.27584       16.13711      152.75562
        3.72000        1.28006       16.18816      153.44485
        3.76000        1.30498       16.23980      154.14435
        3.80000        1.34217       16.29273      154.86351
        3.84000        1.37640       16.34713      155.60494
        3.88000        1.39486       16.40262      156.36317
        3.92000        1.39528       16.45848      157.12846
        3.96000        1.38563       16.51411      157.89283
        4.00000        1.37736       16.56935      158.65400
        4.04000        1.37995       16.62444      159.41555
        4.08000        1.39975       16.67997      160.18545
        4.12000        1.43914       16.73669      160.97424
        4.16000        1.49353       16.79531      161.79200
        4.20000        1.55102       16.85621      162.64407
        4.24000        1.59936       16.91926      163.52858
        4.28000        1.63636       16.98400      164.43926
        4.32000        1.67346       17.05017      165.37266
        4.36000        1.72668       17.11810      166.33378
        4.40000        1.80149       17.18860      167.33430
        4.44000        1.88504       17.26234      168.38375
        4.48000        1.95405       17.33921      169.48064
        4.52000        1.99135       17.41823      170.61117
        4.56000        1.99657       17.49808      171.75635
        4.60000        1.98288       17.57771      172.90133
        4.64000        1.96595       17.65667      174.03997
        4.68000        1.95654       17.73509      175.17385
        4.72000        1.96010       17.81337      176.30912
        4.76000        1.97811       17.89209      177.45396
        4.80000        2.00697       17.97177      178.61606
        4.84000        2.03668       18.05266      179.79910
        4.88000        2.05376       18.13453      180.99962
        4.92000        2.04813       18.21665      182.20686
        4.96000        2.01923       18.29807      183.40675
        5.00000        1.97641       18.37800      184.58792
        5.04000        1.93331       18.45618      185.74617
        5.08000        1.90022       18.53281      186.88466
        5.12000        1.87922       18.60836      188.01033
        5.16000        1.86449       18.68323      189.12883
        5.20000        1.84680       18.75748      190.24104
        5.24000        1.81937       18.83084      191.34276
        5.28000        1.78214       18.90290      192.42766
        5.32000        1.74197       18.97337      193.49156
        5.36000        1.70880       19.04235      194.53565
        5.40000        1.68977       19.11027      195.56658
        5.44000        1.68513       19.17772      196.59334
        5.48000        1.68796       19.24518      197.62281
        5.52000        1.68698       19.31271      198.65614
        5.56000        1.67035       19.37993      199.68717
        5.60000        1.62972       19.44602      200.70332
        5.64000        1.56401       19.50997      201.68891
        5.68000        1.48059       19.57090      202.63023
        5.72000        1.39132       19.62834      203.51977
        5.76000        1.30491       19.68225      204.35678
        5.80000        1.22090       19.73277      205.14316
        5.84000        1.13049       19.77983      205.87757
        5.88000        1.02401       19.82299      206.55242
        5.92000        0.89908       19.86150      207.15602
        5.96000        0.76251       19.89476      207.67817
        6.00000        0.62545       19.92250      208.11471
        6.04000        0.49702       19.94491      208.46807
        6.08000        0.38184       19.96244      208.74503
        6.12000        0.28140       19.97565      208.95422
        6.16000        0.19647       19.98516      209.10493
        6.20000        0.12801       19.99159      209.20710
        6.24000        0.07660       19.99563      209.27127
        6.28000        0.04146       19.99794      209.30805
        6.32000        0.02003       19.99913      209.32700
        6.36000        0.00853       19.99967      209.33569
        6.40000        0.00318       19.99989      209.33919
        6.44000        0.00103       19.99997      209.34042
        6.48000        0.00029       19.99999      209.34080
        6.52000        0.00007       20.00000      209.34089
        6.56000        0.00001       20.00000      209.34092
        6.60000        0.00000       20.00000      209.34092
        6.64000        0.00000       20.00000      209.34092
        6.68000        0.00000       20.00000      209.34092
        6.72000        0.00000       20.00000      209.34092
        6.76000        0.00000       20.00000      209.34092
        6.80000        0.00000       20.00000      209.34092
        6.84000        0.00000       20.00000      209.34092
        6.88000        0.00000       20.00000      209.34092
        6.92000        0.00000       20.00000      209.34092
        6.96000        0.00000       20.00000      209.34092
        7.00000        0.00000       20.00000      209.34092
        7.04000        0.00000       20.00000      209.34092
        7.08000        0.00000       20.00000      209.34092
        7.12000        0.00000       20.00000      209.34092
        7.16000        0.00000       20.00000      209.34092
        7.20000        0.00000       20.00000      209.34092
        7.24000        0.00000       20.00000      209.34092
        7.28000        0.00000       20.00000      209.34092
        7.32000        0.00000       20.00000      209.34092
        7.36000        0.00000       20.00000      209.34092
        7.40000        0.00000       20.00000      209.34092
        7.44000        0.00000       20.00000      209.34092
        7.48000        0.00000       20.00000      209.34092
        7.52000        0.00000       20.00000      209.34092
        7.56000        0.00000       20.00000      209.34092
        7.60000        0.00000       20.00000      209.34092
        7.64000        0.00000       20.00000      209.34092
        7.68000        0.00000       20.00000      209.34092
        7.72000        0.00000       20.00000      209.34092
        7.76000        0.00000       20.00000      209.34092
        7.80000        0.00000       20.00000      209.34092
        7.84000        0.00000       20.00000      209.34092
        7.88000        0.00000       20.00000      209.34092
        7.92000        0.00000       20.00000      209.34092
        7.96000        0.00000       20.00000      209.34092
        8.00000        0.00000       20.00000      209.34092
        8.04000        0.00000       20.00000      209.34092
        8.08000        0.00000       20.00000      209.34092
        8.12000        0.00000       20.00000      209.34092
        8.16000        0.00000       20.00000      209.34092
        8.20000        0.00000       20.00000      209.34092
        8.24000        0.00000       20.00000      209.34092
        8.28000        0.00000       20.00000      209.34092
        8.32000        0.00000       20.00000      209.34092
        8.36000        0.00000       20.00000      209.34092
        8.40000        0.00000       20.00000      209.34092
        8.44000        0.00000       20.00000      209.34092
        8.48000        0.00000       20.00000      209.34092
        8.52000        0.00000       20.00000      209.34092
        8.56000        0.00000       20.00000      209.34092
        8.60000        0.00000       20.00000      209.34092
        8.64000        0.00000       20.00000      209.34092
        8.68000        0.00000       20.00000      209.34092
        8.72000        0.00000       20.00000      209.34092
        8.76000        0.00000       20.00000      209.34092
        8.80000        0.00000       20.00000      209.34092
        8.84000        0.00000       20.00000      209.34092
        8.88000        0.00000       20.00000      209.34092
        8.92000        0.00000       20.00000      209.34092
        8.96000        0.00000       20.00000      209.34092
        9.00000        0.00000       20.00000      209.34092
        9.04000        0.00000       20.00000      209.34092
        9.08000        0.00000       20.00000      209.34092
        9.12000        0.00000       20.00000      209.34092
        9.16000        0.00000       20.00000      209.34092
        9.20000        0.00000       20.00000      209.34092
        9.24000        0.00000       20.00000      209.34092
        9.28000        0.00000       20.00000      209.34092
        9.32000        0.00000       20.00000      209.34092
        9.36000        0.00000       20.00000      209.34092
        9.40000        0.00000       20.00000      209.34092
        9.44000        0.00000       20.00000      209.34092
        9.48000        0.00000       20.00000      209.34092
        9.52000        0.00000       20.00000      209.34092
        9.56000        0.00000       20.00000      209.34092
        9.60000        0.00000       20.00000      209.34092
        9.64000        0.00000       20.00000      209.34092
        9.68000        0.00000       20.00000      209.34092
        9.72000        0.00000       20.00000      209.34092
        9.76000        0.00000       20.00000      209.34092
        9.80000        0.00000       20.00000      209.34092
        9.84000        0.00000       20.00000      209.34092
        9.88000        0.00000       20.00000      209.34092
        9.92000        0.00000       20.00000      209.34092
        9.96000        0.00000       20.00000      209.34092
       10.00000        0.00000       20.00000      209.34092
